operator,plan_name,plan_code,data_allowance_raw,data_allowance_normalized,qos_raw,qos_speed,voice_allowance,sms_allowance,base_price_text,base_price,benefit_price_text,benefit_price,plan_type,partnership_flag,network_type,product_group,source_url,collected_at
KT M모바일,모두다 맘껏 7GB+(쿠팡캐시 5000원),PL2635398,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:43.639Z
KT M모바일,모두다 맘껏 15GB+(쿠팡캐시 5000원),PL2635400,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:43.640Z
KT M모바일,모두다 맘껏 10GB+(쿠팡캐시 5000원),PL2635399,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:43.640Z
KT M모바일,모두다 맘껏 7GB+(밀리의 서재 FREE),PL235Q981,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,300원",16300,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.591Z
KT M모바일,모두다 맘껏 11GB+(밀리의 서재 FREE),PL233R494,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 33,100원",33100,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.591Z
KT M모바일,모두다 맘껏 10GB+(밀리의 서재 FREE),PL236M153,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,000원",19000,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.591Z
KT M모바일,모두다 맘껏 15GB+(밀리의 서재 FREE),PL236M150,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,500원",21500,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,데이터 맘껏 15GB+/100분(밀리의 서재 FREE),PL236N158,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 47,300원",47300,"혜택가 월 25,400원",25400,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,모두다 맘껏 100GB+(밀리의 서재 FREE),PL235Q972,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 38,300원",38300,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,5G 모두다 맘껏 70GB+(밀리의 서재 FREE),PL238P570,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 64,000원",64000,"혜택가 월 39,100원",39100,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,5G 모두다 맘껏 90GB+(밀리의 서재 FREE),PL238P564,90GB+최대1Mbps,90GB,90GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 40,300원",40300,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),PL238P559,110GB+최대5Mbps,110GB,110GB+최대5Mbps,5Mbps,무제한,기본제공,"월 69,000원",69000,"혜택가 월 41,500원",41500,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,5G 모두다 맘껏 200GB+(밀리의 서재 FREE),PL238P555,200GB+최대10Mbps,200GB,200GB+최대10Mbps,10Mbps,무제한,기본제공,"월 77,000원",77000,"혜택가 월 47,700원",47700,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:44.592Z
KT M모바일,더블팩 7GB(밀리+후후),PL259Q386,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 17,000원",17000,유심,true,LTE,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.129Z
KT M모바일,더블팩 10GB(밀리+후후),PL259Q388,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,700원",19700,유심,true,LTE,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.129Z
KT M모바일,더블팩 15GB(밀리+후후),PL259Q389,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 22,200원",22200,유심,true,5G,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.129Z
KT M모바일,모두다 맘껏 7GB+(PAY쿠폰 3000P),PL248R694,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 17,600원",17600,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 7GB+(PAY쿠폰 5000P),PL238P571,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 11GB+(PAY쿠폰 5000P),PL226T130,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 35,600원",35600,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,데이터 맘껏 15GB+/100분(PAY쿠폰 5000P),PL226T147,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 27,800원",27800,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,데이터 맘껏 15GB+/300분(PAY쿠폰 5000P),PL226T151,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 29,900원",29900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 100GB+(PAY쿠폰 5000P),PL238P575,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,700원",41700,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 15GB+(PAY쿠폰 5000P),PL2543170,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 10GB+(PAY 쿠폰 5000P),PL2543169,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,5G 모두다 맘껏 70GB+(Pay쿠폰 5000P),PL25C4807,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 65,000원",65000,"혜택가 월 40,900원",40900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,5G 모두다 맘껏 90GB+(Pay쿠폰 5000P),PL25C4810,90GB+최대1Mbps,90GB,90GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000		원",66000,"혜택가 월 41,900		원",41900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:45.705Z
KT M모바일,모두다 맘껏 10GB+(CU 20%할인),PL247U554,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,400원",19400,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,데이터 맘껏 15GB+/100분(CU 20%할인),PL244N957,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 47,300원",47300,"혜택가 월 25,300원",25300,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,데이터 맘껏 15GB+/300분(CU 20%할인),PL245O253,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 55,000원",55000,"혜택가 월 27,500원",27500,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,모두다 맘껏 15GB+(CU 20%할인),PL245O249,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,900원",21900,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,모두다 맘껏 11GB+(CU 20%할인),PL244N953,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 33,000원",33000,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,모두다 맘껏 100GB+(CU 20%할인),PL244N950,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 38,200원",38200,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,모두다 맘껏 7GB+(CU 20%할인),PL2634385,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,700원",16700,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.266Z
KT M모바일,모두다 맘껏 7GB+(다이소 5000P),PL2543129,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,모두다 맘껏 10GB+(다이소 5000P),PL2543131,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,모두다 맘껏 15GB+(다이소 5000P),PL2543133,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,데이터 맘껏 15GB+/100분(다이소 5000P),PL2543166,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 27,600원",27600,유심,true,5G,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,데이터 맘껏 15GB+/300분(다이소 5000P),PL2543136,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 29,800원",29800,유심,true,5G,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,모두다 맘껏 100GB+(다이소 5000P),PL2543168,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,700원",41700,유심,true,LTE,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,모두다 맘껏 11GB+(다이소 5000P),PL2543175,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,기본제공,기본제공,"월 51,000원",51000,"혜택가 월 35,600원",35600,유심,true,LTE,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,5G 모두다 맘껏 70GB+(다이소 5000P),PL25C4808,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 65,000원",65000,"혜택가 월 40,900원",40900,유심,true,5G,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,5G 모두다 맘껏 90GB+(다이소 5000P),PL25C4811,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,900원",41900,유심,true,5G,"다이소 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:46.828Z
KT M모바일,모두다 맘껏 7GB+(올리브영 5000P),PL2543127,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,모두다 맘껏 10GB+(올리브영 5000P),PL2543128,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,모두다 맘껏 15GB+(올리브영 5000P),PL2543132,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,데이터 맘껏 15GB+/100분(올리브영 5000P),PL2543165,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 27,600원",27600,유심,true,5G,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,데이터 맘껏 15GB+/300분(올리브영 5000P),PL2543139,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 29,800원",29800,유심,true,5G,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,모두다 맘껏 100GB+(올리브영 5000P),PL2543167,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,700원",41700,유심,true,LTE,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,모두다 맘껏 11GB+(올리브영 5000P),PL2543174,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,기본제공,기본제공,"월 51,000원",51000,"혜택가 월 35,600원",35600,유심,true,LTE,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,5G 모두다 맘껏 70GB+(올리브영 5000P),PL25C4809,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 65,000		원",65000,"혜택가 월 40,900		원",40900,유심,true,5G,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,5G 모두다 맘껏 90GB+(올리브영 5000P),PL25C4812,90GB+최대1Mbps,90GB,90GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,900원",41900,유심,true,5G,"올리브영 모바일상품권 매월 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:47.404Z
KT M모바일,모두다 맘껏 100GB+(모아진 FREE),PL2565747,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 38,200원",38200,유심,true,LTE,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,데이터 맘껏 15GB+/300분(모아진 FREE),PL2565749,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 27,500원",27500,유심,true,5G,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,데이터 맘껏 15GB+/100분(모아진 FREE),PL2565748,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 25,300원",25300,유심,true,5G,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,모두다 맘껏 15GB+(모아진 FREE),PL259C341,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,400원",21400,유심,true,5G,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,모두다 맘껏 10GB+(모아진 FREE),PL259C340,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 18,900원",18900,유심,true,LTE,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,모두다 맘껏 7GB+(모아진 FREE),PL259C339,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,200원",16200,유심,true,LTE,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,모두다 맘껏 11GB+(모아진 FREE),PL2565746,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,기본제공,기본제공,"월 51,000원",51000,"혜택가 월 33,000 원",33000,유심,true,LTE,"모아진, 국내 매거진 무제한 구독 혜택 매월 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.168Z
KT M모바일,모두다 맘껏 7GB+(지니뮤직 FREE),PL223S409,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 19,000원",19000,유심,true,LTE,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,모두다 맘껏 15GB+(지니뮤직 FREE),PL2552580,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 24,200원",24200,유심,true,5G,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,모두다 맘껏 10GB+(지니뮤직 FREE),PL2552581,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,700원",21700,유심,true,LTE,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,모두다 맘껏 100GB+(지니뮤직 FREE),PL2595298,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,700원",41700,유심,true,LTE,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,5G 모두다 맘껏 110GB+(지니뮤직 FREE),PL228Q684,110GB+최대5Mbps,110GB,110GB+최대5Mbps,5Mbps,무제한,기본제공,"월 57,000원",57000,"혜택가 월 44,200원",44200,유심,true,5G,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,5G 모두다 맘껏 200GB+(지니뮤직 FREE),PL228Q688,200GB+최대10Mbps,200GB,200GB+최대10Mbps,10Mbps,무제한,기본제공,"월 79,000원",79000,"혜택가 월 50,400원",50400,유심,true,5G,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,모두다 맘껏 11GB+(지니뮤직 FREE),PL222N226,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 36,000원",36000,유심,true,LTE,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,데이터 맘껏 15GB+/100분(지니뮤직 FREE),PL222N240,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 28,000원",28000,유심,true,5G,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,데이터 맘껏 15GB+/300분(지니뮤직 FREE),PL222N237,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 30,000원",30000,유심,true,5G,"지니뮤직, 매월 g포인트 8,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:48.730Z
KT M모바일,데이터 맘껏 15GB+/100분(멜론 FREE),PL229N987,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 28,900원",28900,유심,true,5G,"멜론, 매월 멜론 캐쉬 6,900P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.270Z
KT M모바일,모두다 맘껏 11GB+(멜론 FREE),PL226T117,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 36,300원",36300,유심,true,LTE,"멜론, 매월 멜론 캐쉬 6,900P",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.270Z
KT M모바일,모두다 맘껏 7GB+(후후안심),PL244N969,7GB+최대 1Mbps,7GB,7GB+최대 1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,200원",16200,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,모두다 맘껏 15GB+(후후안심),PL244N968,15GB+최대 1Mbps,15GB,15GB+최대 1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,400원",21400,유심,true,5G,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,모두다 맘껏 11GB+(후후안심),PL244N961,11GB+일2GB+최대 3Mbps,11GB+일2GB,11GB+일2GB+최대 3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 33,000원",33000,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,시니어 안심 2GB+(후후),PL225K720,2GB+최대400Kbps,2GB,2GB+최대400Kbps,400Kbps,무제한,기본제공,"월 25,000원",25000,"혜택가 월 6,500원",6500,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,시니어 안심 4GB+(후후),PL22BP533,4GB+최대 400Kbps,4GB,4GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 27,000원",27000,"혜택가 월 7,500원",7500,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,시니어 모두다 맘껏 4GB+(후후),PL225K721,4GB+최대1Mbps,4GB,4GB+최대1Mbps,1Mbps,무제한,기본제공,"월 28,000원",28000,"혜택가 월 8,500원",8500,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
KT M모바일,시니어 모두다 맘껏 8GB+(후후),PL22BP534,8GB+최대1Mbps,8GB,8GB+최대1Mbps,1Mbps,무제한,기본제공,"월 30,000원",30000,"혜택가 월 12,500원",12500,유심,true,LTE,"후후, 보이스피싱 차단 및 온라인 중고/직거래 사기 피해보상 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-07T13:21:49.830Z
