operator,plan_name,plan_code,data_allowance_raw,data_allowance_normalized,qos_raw,qos_speed,voice_allowance,sms_allowance,base_price_text,base_price,benefit_price_text,benefit_price,plan_type,partnership_flag,network_type,product_group,source_url,collected_at
"","단말보험 10GB &#40;VIP형&#41;","PDLB000356","10GB","10GB","10GB+2Mbps","2Mbps","무제한","무제한","월 41,300원",41300,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 15GB","PDLB000345","15GB","15GB","15GB+2Mbps","2Mbps","무제한","무제한","월 42,300원",42300,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","데이터 걱정없는 2.5GB","PDLB000003","2.5GB","2.5GB","2.5GB+1Mbps","1Mbps","무제한","무제한","월 44,000원",44000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","보편 10GB 100분","PDLB000025","10GB","10GB","","","100분","100건","월 45,000원",45000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","The 착한 데이터 6.6GB","PDLB000011","6.6GB","6.6GB","","","무제한","무제한","월 45,430원",45430,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","데이터 더주는 15GB 100분","PDLB000324","15GB","15GB","15GB+3Mbps","3Mbps","100분","100건","월 48,300원",48300,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","데이터 걱정없는 3.5GB","PDLB000004","3.5GB","3.5GB","3.5GB+2Mbps","2Mbps","무제한","무제한","월 49,000원",49000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 15GB 100분","PDLB000347","15GB","15GB","15GB+3Mbps","3Mbps","100분","100건","월 49,700원",49700,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","5G 라이트 12GB","PDLB000192","12GB","12GB","12GB+2Mbps","2Mbps","무제한","무제한","월 50,000원",50000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 데이터 더주는 15GB 100분","PDLB000355","15GB","15GB","15GB+3Mbps","3Mbps","100분","100건","월 50,700원",50700,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","The 착한 데이터 9GB 3000분","PDLB000259","9GB","9GB","","","3000분","1000건","월 53,000원",53000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","The 착한 데이터 11GB","PDLB000012","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 55,000원",55000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","[혜택형] The 착한 데이터 11GB","PDLB000399","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 55,000원",55000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 11GB","PDLB000346","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 57,400원",57400,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","단말보험 11GB &#40;일반형&#41;","PDLB000361","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 57,500원",57500,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","단말보험 11GB &#40;I폰 파손 50&#41;","PDLB000363","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 57,500원",57500,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","5G 중간요금제 31GB","PDLB000256","31GB","31GB","31GB+2Mbps","2Mbps","무제한","무제한","월 58,300원",58300,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 데이터 더주는 11GB","PDLB000354","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 58,400원",58400,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","단말보험 11GB &#40;I폰 분실/파손 150&#41;","PDLB000362","11GB+일2GB","11GB+일2GB","11GB+일2GB+3Mbps","3Mbps","무제한","무제한","월 58,800원",58800,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","데이터 걱정없는 6.6GB","PDLB000005","6.6GB","6.6GB","6.6GB+2Mbps","2Mbps","무제한","무제한","월 59,000원",59000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","5G 중간요금제 80GB","PDLB000262","80GB","80GB","80GB+2Mbps","2Mbps","무제한","무제한","월 62,000원",62000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","[혜택형] 데이터 걱정없는 일5GB","PDLB000397","일5GB","일5GB","일5GB+4Mbps","4Mbps","무제한","무제한","월 65,900원",65900,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","[혜택형] DATA 걱정없는 100GB","PDLB000398","100GB","100GB","100GB+4Mbps","4Mbps","무제한","무제한","월 65,900원",65900,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","DATA 걱정없는 100GB","PDLB000373","100GB","100GB","100GB+4Mbps","4Mbps","무제한","무제한","월 65,900원",65900,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","[혜택형] 5G 중간요금제 125GB","PDLB000401","125GB","125GB","125GB+4Mbps","4Mbps","무제한","무제한","월 66,000원",66000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","데이터 더주는 일5GB","PDLB000319","일5GB","일5GB","일5GB+4Mbps","4Mbps","무제한","무제한","월 66,900원",66900,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 일5GB","PDLB000342","일5GB","일5GB","일5GB+4Mbps","4Mbps","무제한","무제한","월 68,300원",68300,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","[혜택형] 5G 스탠다드 150GB","PDLB000402","150GB","150GB","150GB+4Mbps","4Mbps","무제한","무제한","월 69,000원",69000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","쿠폰팩 데이터 더주는 일5GB","PDLB000350","일5GB","일5GB","일5GB+4Mbps","4Mbps","무제한","무제한","월 69,000원",69000,"","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","5G 스탠다드 150GB","PDLB000193","150GB","150GB","150GB+4Mbps","4Mbps","무제한","무제한","월 69,000원",69000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","5G 스페셜 180GB","PDLB000001","180GB","180GB","180GB+5Mbps","5Mbps","무제한","무제한","월 74,000원",74000,"","",["휴대폰"],false,"5G","5G 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.563Z"
"","The 착한 데이터 1GB","PDB0000120","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 1GB","PDB0000154","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 29","PDB0000052","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","데이터 걱정없는 3GB","PDB0000263","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 300MB","PDB0000119","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","청소년윙 34","PDB0000122","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","청소년윙 19","PDB0000113","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 안심 15GB","PDB0000268","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 62(안심차단)","PD00000050","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 62","PD00000038","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 42","PDB0000111","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 17","PDB0000075","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 10GB","PDB0000094","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 베이직한 2GB","PDB0000208","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 6GB","PDB0000093","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 6GB","PDB0000156","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","청소년윙 42","PDB0000123","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","LTE 복지 26","PDB0000061","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","데이터 걱정없는 2.5GB","PDB0000267","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 52","PDB0000112","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 250MB","PDB0000153","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 표준","PDB0000160","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 30GB","PDB0000096","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 10GB","PDB0000157","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","슬림 2GB","PDB0000155","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 베이직한 1GB","PDB0000207","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 34(안심차단)","PD00000047","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","데이터 걱정없는 100GB","PDB0000262","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","청소년윙 24","PDB0000121","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 베이직한 3GB","PDB0000209","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 52(안심차단)","PD00000049","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 42(안심차단)","PD00000048","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 15GB","PDB0000095","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","The 착한 데이터 2GB(new)","PDB0000178","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
"","헬로LTE 34","PDB0000084","","","","","기본제공","기본제공","","","","",["휴대폰"],false,"LTE","LTE 요금제","https://direct.lghellovision.net/rate/rateViewPhone.do","2026-06-01T03:09:08.596Z"
