plan_name,plan_code,data_allowance_raw,data_allowance_normalized,qos_raw,qos_speed,voice_allowance,sms_allowance,base_price_text,base_price,benefit_price_text,benefit_price,plan_type,partnership_flag,network_type,product_group,source_url,collected_at
초알뜰 1GB/100분,PL212H918,1GB,1GB,,,100분,100건,"월 15,400원",15400,"혜택가 월 2,900원",2900,유심,false,LTE,초알뜰,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.245Z
초알뜰 2GB/100분,PL241F509,2GB,2GB,,,100분,100건,"월 18,500원",18500,"혜택가 월 3,900원",3900,유심,false,LTE,초알뜰,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.245Z
초알뜰 3GB/100분,PL241F510,3GB,3GB,,,100분,100건,"월 20,500원",20500,"혜택가 월 4,900원",4900,유심,false,LTE,초알뜰,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.245Z
시니어 안심 2GB+,PL203D127,2GB+최대400Kbps,2GB,2GB+최대400Kbps,400Kbps,무제한,기본제공,"월 28,000원",28000,"혜택가 월 5,900원",5900,유심,false,LTE,시니어 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.862Z
시니어 안심 4GB+,PL203D126,4GB+최대400Kbps,4GB,4GB+최대400Kbps,400Kbps,무제한,기본제공,"월 35,000원",35000,"혜택가 월 6,900원",6900,유심,false,LTE,시니어 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.862Z
시니어 모두다 맘껏 4GB+,PL21CM684,4GB+최대1Mbps,4GB,4GB+최대1Mbps,1Mbps,무제한,기본제공,"월 24,000원",24000,"혜택가 월 7,900원",7900,유심,false,LTE,시니어 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.862Z
시니어 모두다 맘껏 8GB+,PL21CM685,8GB+최대1Mbps,8GB,8GB+최대1Mbps,1Mbps,무제한,기본제공,"월 30,000원",30000,"혜택가 월 11,900원",11900,유심,false,LTE,시니어 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:03.862Z
키즈 안심 2GB+,PL221L933,2GB+최대400Kbps,2GB,2GB+최대400Kbps,400Kbps,무제한,기본제공,"월 20,000원",20000,"혜택가 월 5,900원",5900,유심,false,LTE,키즈 안심 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.393Z
키즈 안심 4GB+,PL221L934,4GB+최대400Kbps,4GB,4GB+최대400Kbps,400Kbps,무제한,기본제공,"월 22,000원",22000,"혜택가 월 6,900원",6900,유심,false,LTE,키즈 안심 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.393Z
키즈 안심 8GB+,PL221L935,8GB+최대400Kbps,8GB,8GB+최대400Kbps,400Kbps,무제한,기본제공,"월 28,000원",28000,"혜택가 월 10,900원",10900,유심,false,LTE,키즈 안심 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.393Z
키즈 안심 10GB+,PL221L936,10GB+최대400Kbps,10GB,10GB+최대400Kbps,400Kbps,무제한,기본제공,"월 30,000원",30000,"혜택가 월 11,900원",11900,유심,false,LTE,키즈 안심 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.393Z
데이터 충분 6GB/100분,PL247N504,6GB,6GB,,,100분,100건,"월 24,000원",24000,"혜택가 월 6,900원",6900,유심,false,LTE,데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.883Z
데이터 충분 8GB/100분,PL247N506,8GB,8GB,,,100분,100건,"월 26,000원",26000,"혜택가 월 7,900원",7900,유심,false,LTE,데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.883Z
데이터 충분 10GB/100분,PL247N507,10GB,10GB,,,100분,100건,"월 28,000원",28000,"혜택가 월 8,900원",8900,유심,false,LTE,데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.883Z
데이터 충분 15GB/100분,PL247N508,15GB,15GB,,,100분,100건,"월 30,000원",30000,"혜택가 월 12,900원",12900,유심,false,LTE,데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.883Z
데이터 충분 20GB/100분,PL248N666,20GB,20GB,,,100분,100건,"월 33,000원",33000,"혜택가 월 15,900원",15900,유심,false,LTE,데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:04.883Z
데이터 맘껏 15GB+/300분,PL213Q207,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 55,000원",55000,"혜택가 월 27,500원",27500,유심,false,LTE,데이터 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:05.391Z
청소년 모두다 맘껏 안심+,PL24BR138,0GB + 최대 400Kbps,0GB,0GB + 최대 400Kbps,400Kbps,무제한,기본제공,"월 20,900원",20900,"혜택가 월 5,900원",5900,유심,false,LTE,청소년 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:05.876Z
청소년 데이터 맘껏 1GB+/300분,PL215K412,1GB+최대1Mbps,1GB,1GB+최대1Mbps,1Mbps,300분,300건,"월 32,000원",32000,"혜택가 월 14,300원",14300,유심,false,LTE,청소년 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:05.876Z
데이터 년9GB,KISOC9GBB,9GB(1년 사용),9GB(1년 사용),,,이용불가,수신허용,"월 33,000원",33000,"혜택가 월 29,700원",29700,유심,false,LTE,2nd 디바이스,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.376Z
데이터전용 10GB+,KISSDV10G,10GB+최대200Kbps,10GB,10GB+최대200Kbps,200Kbps,이용불가,이용불가,"월 16,300원",16300,"혜택가 월 10,800원",10800,유심,false,LTE,2nd 디바이스,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.376Z
데이터전용 20GB+,KISSDV20G,20GB+최대200Kbps,20GB,20GB+최대200Kbps,200Kbps,이용불가,이용불가,"월 24,000원",24000,"혜택가 월 14,100원",14100,유심,false,LTE,2nd 디바이스,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.376Z
데이터쉐어링 전용요금제,KISOPMDSB,0MB(쉐어링 사용),0MB(쉐어링 사용),,,이용불가,수신허용,월 0원,0,,,유심,false,LTE,2nd 디바이스,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.376Z
복지 안심 7GB+,PL2595308,7GB+최대 400Kbps,7GB,7GB+최대 400Kbps,400Kbps,+영상/부가통화 30분,기본제공,"월 26,000원",26000,"혜택가 월 9,500원",9500,유심,false,LTE,복지 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.873Z
복지 안심 5GB+,PL2595307,5GB+최대 400Kbps,5GB,5GB+최대 400Kbps,400Kbps,+영상/부가통화 30분,기본제공,"월 24,000원",24000,"혜택가 월 8,500원",8500,유심,false,LTE,복지 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.873Z
복지 안심 3GB+,PL2595306,3GB+ 최대 400Kbps,3GB,3GB+ 최대 400Kbps,400Kbps,+영상/부가통화 30분,기본제공,"월 22,000원",22000,"혜택가 월 6,500원",6500,유심,false,LTE,복지 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.873Z
복지 안심 1GB+,PL2594280,1GB+최대 400Kbps,1GB,1GB+최대 400Kbps,400Kbps,+영상/부가통화 30분,기본제공,"월 20,000원",20000,"혜택가 월 5,500원",5500,유심,false,LTE,복지 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:06.873Z
5G 데이터 충분 3GB/200분,PL227J328,3GB,3GB,,,200분,100건,"월 20,000원",20000,"혜택가 월 6,900원",6900,유심,false,5G,5G 데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:07.594Z
5G 데이터 충분 6GB/200분,PL222N230,6GB,6GB,,,200분,100건,"월 24,000원",24000,"혜택가 월 7,900원",7900,유심,false,5G,5G 데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:07.594Z
5G 데이터 충분 10GB/200분,PL222N231,10GB,10GB,,,200분,100건,"월 30,000원",30000,"혜택가 월 9,900원",9900,유심,false,5G,5G 데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:07.594Z
5G 데이터 충분 15GB/200분,PL228Q703,15GB,15GB,,,200분,100건,"월 36,000원",36000,"혜택가 월 13,900원",13900,유심,false,5G,5G 데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:07.594Z
5G 데이터 충분 20GB/200분,PL22BP536,20GB,20GB,,,200분,100건,"월 40,000원",40000,"혜택가 월 16,900원",16900,유심,false,5G,5G 데이터 충분,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:07.594Z
LTE 스마트 워치,PL215K418,250MB+최대 200Kbps,250MB,250MB+최대 200Kbps,200Kbps,50분,250건,"월 11,000원",11000,"혜택가 월 7,700원",7700,유심,false,LTE,스마트워치 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.071Z
LTE 데이터 알뜰 0MB/30분,KISUSEV14,0MB,0MB,,,30분,30건,"월 8,800원",8800,"혜택가 월 8,800원",8800,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 알뜰 200MB/30분,KISLTEM19,200MB,200MB,,,30분,30건,"월 21,890원",21890,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 알뜰 500MB/30분,KISLTEU18,500MB,500MB,,,30분,30건,"월 18,700원",18700,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 알뜰 500MB/60분,PL209L163,500MB,500MB,,,60분,30건,"월 19,800원",19800,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 실속 3GB/100분,PL243I822,3GB,3GB,,,100분,50건,"월 21,000원",21000,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 실속 5GB/100분,PL243I826,5GB,5GB,,,100분,50건,"월 25,000원",25000,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 데이터 맘껏 5GB+/100분,PL227J318,5GB+최대 1Mbps,5GB,5GB+최대 1Mbps,1Mbps,100분,100건,"월 33,000원",33000,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
LTE 모두다 맘껏 11GB+,KISMFR545,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 59,950원",59950,,,휴대폰,false,LTE,LTE 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:08.597Z
5G 모두다 맘껏 14GB+,M5GSLIMPP,14GB+최대1Mbps,14GB,14GB+최대1Mbps,1Mbps,무제한,기본제공,"월 55,000원",55000,"혜택가 월 32,000원",32000,유심,false,5G,5G 모두다 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.207Z
5G 모두다 맘껏 30GB+,PL231V999,30GB+최대1Mbps,30GB,30GB+최대1Mbps,1Mbps,무제한,기본제공,"월 61,000원",61000,"혜택가 월 36,700원",36700,유심,false,5G,5G 모두다 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.207Z
5G 모두다 맘껏 50GB+,PL234L658,50GB+최대1Mbps,50GB,50GB+최대1Mbps,1Mbps,무제한,기본제공,"월 63,000원",63000,"혜택가 월 37,900원",37900,유심,false,5G,5G 모두다 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.207Z
5G 모두다 맘껏 안심 6GB+,PL219G979,6GB+최대 400Kbps,6GB,6GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 36,000원",36000,"혜택가 월 11,900원",11900,유심,false,5G,5G 모두다 맘껏 안심,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.702Z
5G 모두다 맘껏 안심 8GB+,PL219G980,8GB+최대 400Kbps,8GB,8GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 39,000원",39000,"혜택가 월 12,900원",12900,유심,false,5G,5G 모두다 맘껏 안심,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.702Z
5G 모두다 맘껏 안심 10GB+,PL22BP539,10GB+최대 400Kbps,10GB,10GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 42,000원",42000,"혜택가 월 13,900원",13900,유심,false,5G,5G 모두다 맘껏 안심,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.702Z
5G 모두다 맘껏 안심 15GB+,PL22BP542,15GB+최대 400Kbps,15GB,15GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 46,000원",46000,"혜택가 월 16,900원",16900,유심,false,5G,5G 모두다 맘껏 안심,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.702Z
5G 모두다 맘껏 안심 20GB+,PL22BP541,20GB+최대 400Kbps,20GB,20GB+최대 400Kbps,400Kbps,무제한,기본제공,"월 50,000원",50000,"혜택가 월 19,900원",19900,유심,false,5G,5G 모두다 맘껏 안심,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:09.702Z
복지 50분/0MB,PL21AT392,0MB,0MB,,,50분,0건,"월 8,800원",8800,,,휴대폰,false,LTE,LTE 복지 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.182Z
3G 알뜰 30분/0MB,KIS3GSV18,0MB,0MB,,,30분,0건,"월 18,700원",18700,"혜택가 월 18,700원",18700,유심,false,LTE,고객 맞춤 제공 3G 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.686Z
3G 알뜰 100분/30MB,KTIS3GM19,30MB,30MB,,,100분,100건,"월 20,900원",20900,"혜택가 월 20,900원",20900,유심,false,LTE,고객 맞춤 제공 3G 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.686Z
3G 알뜰 180분/30MB,PL209L178,30MB,30MB,,,180분,100건,"월 26,400원",26400,"혜택가 월 26,400원",26400,유심,false,LTE,고객 맞춤 제공 3G 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.686Z
3G 알뜰 통화맘껏/30MB,PL209L179,30MB,30MB,,,무제한,기본제공,"월 34,100원",34100,"혜택가 월 34,100원",34100,유심,false,LTE,고객 맞춤 제공 3G 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.686Z
3G 복지 50분/0MB,KISWLF008,0MB,0MB,,,50분,0건,"월 8,800원",8800,"혜택가 월 8,800원",8800,유심,false,LTE,고객 맞춤 제공 3G 단말결합 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:10.686Z
"3G 청소년 안심 10,000",KISBIGI3G,,,,,,,"월 13,200원",13200,"혜택가 월 13,200원",13200,유심,false,LTE,3G 청소년 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:11.210Z
3G 청소년 80분/500건,KIS3GFRPS,0MB,0MB,,,80분,500건,"월 17,600원",17600,"혜택가 월 17,600원",17600,유심,false,LTE,3G 청소년 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:11.210Z
5G 단말 (2GB/200분),PL21BN496,2GB,2GB,,,200분,100건,"월 21,000원",21000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (2GB/통화맘껏),PL218I823,2GB,2GB,,,무제한,기본제공,"월 25,000원",25000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (6GB/통화맘껏),PL218I825,6GB,6GB,,,무제한,기본제공,"월 33,000원",33000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (1GB/100분),PL21BN495,1GB,1GB,,,100분,100건,"월 19,000원",19000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (5GB/200분),PL21BN497,5GB,5GB,,,200분,100건,"월 27,000원",27000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (4GB/통화맘껏),PL218I824,4GB,4GB,,,무제한,기본제공,"월 29,000원",29000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (14GB+/통화맘껏),PL21AI302,14GB+최대1Mbps,14GB,14GB+최대1Mbps,1Mbps,무제한,기본제공,"월 50,000원",50000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 단말 (110GB+/통화맘껏),PL21AI303,110GB+최대5Mbps,110GB,110GB+최대5Mbps,5Mbps,무제한,기본제공,"월 69,000원",69000,,,휴대폰,false,5G,5G 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.317Z
5G 통화 맘껏 3GB,PL226S984,3GB,3GB,,,무제한,기본제공,"월 28,000원",28000,"혜택가 월 6,900원",6900,유심,false,5G,5G 통화 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.806Z
5G 통화 맘껏 6GB,PL221L939,6GB,6GB,,,무제한,기본제공,"월 33,000원",33000,"혜택가 월 9,900원",9900,유심,false,5G,5G 통화 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.806Z
5G 통화 맘껏 10GB,PL221L940,10GB,10GB,,,무제한,기본제공,"월 42,000원",42000,"혜택가 월 12,900원",12900,유심,false,5G,5G 통화 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.806Z
5G 통화 맘껏 15GB,PL226S993,15GB,15GB,,,무제한,기본제공,"월 44,000원",44000,"혜택가 월 14,900원",14900,유심,false,5G,5G 통화 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.806Z
5G 통화 맘껏 20GB,PL22BP535,20GB,20GB,,,무제한,기본제공,"월 46,000원",46000,"혜택가 월 17,900원",17900,유심,false,5G,5G 통화 맘껏,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:12.806Z
e 5G 통화 150분,PL228Q716,0MB,0MB,,,150분,150건,"월 9,900원",9900,"혜택가 월 3,300원",3300,eSIM,false,5G,5G e 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:13.303Z
e 5G 통화 300분,PL228Q724,0MB,0MB,,,300분,300건,"월 11,000원",11000,"혜택가 월 6,600원",6600,eSIM,false,5G,5G e 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:13.303Z
LTE 시니어 안심 2GB+,PL227J316,2GB+최대400Kbps,2GB,2GB+최대400Kbps,400Kbps,무제한,기본제공,"월 28,000원",28000,,,휴대폰,false,LTE,LTE 시니어 전용 요금제,https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:41:13.780Z
